SpecCommon,PlotName,DBH,HtTot,bio_wood,bio_bark,bio_foliage,bio_branches
Rock Elm,SR1022PSP,3.8,6.1,23.18,23.18,23.18,23.18
Rock Elm,SR5417PSP,9.4,14,131.6,131.6,131.6,131.6
Rock Elm,SR5417PSP,15,18.5,277.5,277.5,277.5,277.5
Rock Elm,SR1017PSP,27.7,24.2,670.3,670.3,670.3,670.3
Rock Elm,SR5417PSP,18.2,18.3,333.1,333.1,333.1,333.1
Rock Elm,SR4012PSP,8.5,7.27,61.79,61.79,61.79,61.79
Rock Elm,SR5417PSP,24.9,20.3,505.5,505.5,505.5,505.5
Rock Elm,SR5417PSP,18.5,19.3,357.1,357.1,357.1,357.1
Freeman's Maple,SR5404PSP,31.7,25.8,817.9,817.9,817.9,817.9
Freeman's Maple,SR5404PSP,40.9,29.5,1207.0,1207.0,1207.0,1207.0
Freeman's Maple,SR5404PSP,10.7,14.1,150.9,150.9,150.9,150.9
Freeman's Maple,SR5404PSP,4.1,6.45,26.44,26.44,26.44,26.44
Freeman's Maple,SR5404PSP,22.7,24,544.8,544.8,544.8,544.8
Freeman's Maple,SR5404PSP,12.7,18.1,229.9,229.9,229.9,229.9
Freeman's Maple,SR5404PSP,6.7,9.6,64.32,64.32,64.32,64.32
Freeman's Maple,SR5404PSP,23.5,24.3,571.1,571.1,571.1,571.1
Freeman's Maple,SR5404PSP,29.7,29,861.3,861.3,861.3,861.3
Salix tree species,1225636PIP,11,10.4,114.4,114.4,114.4,114.4
Salix tree species,1191231PIP,9.4,6.9,64.86,64.86,64.86,64.86
Salix tree species,COC2019002PSP,9,9.9,89.1,89.1,89.1,89.1
Salix tree species,1225636PIP,12.8,8.8,112.6,112.6,112.6,112.6
Salix tree species,IFF1993009PSP,7.8,9.6,74.88,74.88,74.88,74.88
Salix tree species,1225561PIP,18.3,11,201.3,201.3,201.3,201.3
Salix tree species,COC1994017PSP,11,8,88.0,88.0,88.0,88.0
Salix tree species,NP1996007PSP,7.9,7.95,62.81,62.81,62.81,62.81
Salix tree species,GCF1994010PGP,10.5,8.8,92.4,92.4,92.4,92.4
Salix tree species,BR0554PGP,8.7,14.87,129.4,129.4,129.4,129.4
Salix tree species,1177416PIP,12.1,9.9,119.8,119.8,119.8,119.8
Salix tree species,KLK1994042PSP,8.9,7.1,63.19,63.19,63.19,63.19
Salix tree species,GCF1994010PGP,9.6,7.4,71.04,71.04,71.04,71.04
Salix tree species,KAP1992004PSP,15.1,11.7,176.7,176.7,176.7,176.7
Salix tree species,COC2019001PSP,10.4,13.8,143.5,143.5,143.5,143.5
Salix tree species,GCF1994010PGP,8.7,8.5,73.95,73.95,73.95,73.95
Striped Maple,HEM_BRUT399PGP,10.2,12,122.4,122.4,122.4,122.4
Striped Maple,LD2405PGP,9.6,13.9,133.4,133.4,133.4,133.4
Striped Maple,HEM_DICK711PGP,7.5,11,82.5,82.5,82.5,82.5
Striped Maple,LD2603PGP,7.7,9.6,73.92,73.92,73.92,73.92
Striped Maple,HEM_DICK862PGP,8.5,15,127.5,127.5,127.5,127.5
Striped Maple,HEM_DICK598PGP,14,12.5,175.0,175.0,175.0,175.0
Striped Maple,LD0306PGP,8.5,8.4,71.4,71.4,71.4,71.4
Striped Maple,HEM_BRUT494PGP,12.3,11.5,141.5,141.5,141.5,141.5
Striped Maple,HEM_DICK862PGP,12.8,8,102.4,102.4,102.4,102.4
Striped Maple,LD1205PGP,11.8,11.9,140.4,140.4,140.4,140.4
Striped Maple,HEM_LAWR227PGP,8.5,7,59.5,59.5,59.5,59.5
Striped Maple,HEM_DICK862PGP,13.6,8.5,115.6,115.6,115.6,115.6
Striped Maple,HEM_DICK862PGP,10,9,90.0,90.0,90.0,90.0
Striped Maple,HEM_FRES817PGP,9.7,10,97.0,97.0,97.0,97.0
Striped Maple,HEM_DICK711PGP,16.9,14,236.6,236.6,236.6,236.6
Striped Maple,HEM_DICK862PGP,8.7,12,104.4,104.4,104.4,104.4
Amelanchier species,1239491PIP,11.9,10,119.0,119.0,119.0,119.0
Amelanchier species,1239491PIP,7.5,9.9,74.25,74.25,74.25,74.25
Amelanchier species,1239491PIP,11.5,10.2,117.3,117.3,117.3,117.3
Amelanchier species,1246381PIP,8,8.7,69.6,69.6,69.6,69.6
Amelanchier species,1246381PIP,10.4,9.7,100.9,100.9,100.9,100.9
Sorbus species,FCDOM200545PGP,18.5,11.7,216.4,216.4,216.4,216.4
Sorbus species,WWA1995021PSP,11,9.6,105.6,105.6,105.6,105.6
Sorbus species,BP1994012PSP,7.6,8.1,61.56,61.56,61.56,61.56
Sorbus species,NP1996007PSP,10,7.65,76.5,76.5,76.5,76.5
Sorbus species,NP1995014PSP,8.8,8.55,75.24,75.24,75.24,75.24
Sorbus species,FCABI200303PGP,7.5,7.9,59.25,59.25,59.25,59.25
Sorbus species,BR0557PGP,9.1,11.4,103.7,103.7,103.7,103.7
Sorbus species,FCDOM200304PGP,8.1,12.1,98.01,98.01,98.01,98.01
Sorbus species,CHA1995014PSP,8.9,8,71.2,71.2,71.2,71.2
American Mountain-ash,1273661PIP,9.7,11,106.7,106.7,106.7,106.7
American Mountain-ash,1253101PIP,14.7,11.3,166.1,166.1,166.1,166.1
American Mountain-ash,1253101PIP,13.4,10.23,137.1,137.1,137.1,137.1
American Mountain-ash,1253101PIP,19,13.9,264.1,264.1,264.1,264.1
American Mountain-ash,1273661PIP,11,10.2,112.2,112.2,112.2,112.2
American Mountain-ash,1273661PIP,9.6,8.6,82.56,82.56,82.56,82.56
American Mountain-ash,1253101PIP,8.8,8.7,76.56,76.56,76.56,76.56
American Mountain-ash,1253101PIP,20,13.7,274.0,274.0,274.0,274.0
European Buckthorn,SR1001PSP,2.7,5.44,14.69,14.69,14.69,14.69
European Buckthorn,SR1001PSP,6.7,10.2,68.34,68.34,68.34,68.34
European Buckthorn,SR1001PSP,7.4,11.6,85.84,85.84,85.84,85.84
European Buckthorn,SR1001PSP,4.4,9.5,41.8,41.8,41.8,41.8
European Buckthorn,SR1001PSP,4,8.2,32.8,32.8,32.8,32.8
