BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-22 10:33:54
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Bark (KG)	Foliage (KG)	Branch (KG)	Crown (KG)	Stem (KG)	Total (KG)
CE1002PSP	8709	1993	N	L	47	22	30.9	17.84	17.7903	18.7262	25.7423	44.4686	147.0654	191.5340
SR0201PSP	8961	1992	N	L	54	33	10.4	12.7	3.3277	2.7212	3.9994	6.7206	35.0969	41.8176
SR5007PSP	9150	1999	N	L	59	169	29.2	16	N/A	N/A	N/A	N/A	N/A	N/A
SR1213PSP	9014	2005	N	L	25	90	4.1	5.4	N/A	N/A	N/A	N/A	N/A	N/A
CE1004PSP	8711	1993	N	L	33	1	4.7	3.73	N/A	N/A	N/A	N/A	N/A	N/A
SR0402PSP	8979	1993	N	L	35	32	32.2	26.5	41.1392	10.0797	97.6016	107.6812	389.2027	496.8839
SR1216PSP	9015	2006	N	L	51	40	21.4	18.1	14.7612	4.4985	34.6917	39.1903	111.6951	150.8854
COC1994013PSP	3276	2016	N	L	195	25	28.5	19.2	20.4919	11.6873	38.7053	50.3926	247.7989	298.1915
CE7011PSP	8889	1994	N	L	18	41	3	5.43	0.3823	0.2346	0.1800	0.4147	2.2676	2.6823
SR5407PSP	9184	1995	N	L	34	94	14.6	14.7	N/A	N/A	N/A	N/A	N/A	N/A
SR5408PSP	9185	2012	N	L	289	47	16.2	19.7	12.5802	3.0992	11.8744	14.9735	80.9674	95.9410
CHA1995012PSP	3248	1995	N	L	169	12	12.1	8.3	3.6078	6.2064	5.0871	11.2935	25.7885	37.0819
1253101PIP	9	2017	N	L	60	1092	8.8	8.7	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2004002PGP	6075	2009	N	L	753	25	23.4	20.3	13.5153	8.7165	24.7630	33.4795	153.8083	187.2878
SR0213PSP	8973	1994	N	L	63	33	31.8	25	32.6553	11.1017	128.1407	139.2424	364.8044	504.0468
SR1015PSP	8992	2009	N	L	95	88	31.9	21.4	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1998	N	L	46	68	26.5	21.5	N/A	N/A	N/A	N/A	N/A	N/A
CE3023PSP	8782	1993	N	L	74	41	24.6	19.05	31.6692	7.9457	62.3487	70.2945	209.7737	280.0682
SR0404PSP	8981	1993	N	L	10	78	29.1	23.5	N/A	N/A	N/A	N/A	N/A	N/A
ARGS075PGP	11866	1977	N	L	18	56	10.7	11.28	N/A	N/A	N/A	N/A	N/A	N/A
ACH_NPGP	12072	1958	N	L	118	75	19.3	15.2	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	84	45	3.9	7.45	0.5449	0.3417	0.6605	1.0022	2.8467	3.8489
FCWEY4S2001062PGP	6333	2001	N	L	963	74	5.1	5.96	0.8315	0.3718	0.4866	0.8583	4.2434	5.1017
FECGY724PGP	12826	2001	N	L	4	58	31.9	21	39.3900	5.9813	83.9428	89.9242	349.4716	439.3958
SR5401PSP	9178	1993	N	L	27	46	13.1	16.5	6.8712	2.6027	14.2630	16.8657	55.8846	72.7503
SR1024PSP	9001	2010	N	L	4	46	4.5	6.4	0.8155	0.7010	1.3176	2.0186	5.6565	7.6750
TIM2011005PGP	7706	2011	N	L	10	38	25.6	19.3	32.9286	10.9599	53.1927	64.1526	231.2256	295.3781
SR1210PSP	9011	1994	N	L	3	136	4	5.36	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	21	78	16.5	17.5	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-036-0PGP	4894	2018	N	L	995	70	35.7	19	87.4349	10.7538	61.8481	72.6019	504.0358	576.6378
SR5417PSP	9194	1995	N	L	12	42	51.2	20.9	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1993	N	L	76	177	22.7	24	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	35	5	5.6	4.87	N/A	N/A	N/A	N/A	N/A	N/A
SR0401PSP	8978	1997	N	L	45	40	27.5	26.9	24.2813	7.0442	66.9443	73.9884	198.3168	272.3052
ACH_APGP	12059	1952	N	L	115	2	4.8	6.4	0.4705	0.5443	0.2471	0.7914	3.0883	3.8797
HEA1994001PSP	3346	2013	N	L	73	22	13.2	7.54	2.8742	4.3075	4.9575	9.2650	22.5712	31.8362
SR1021PSP	8998	2006	N	L	6	94	3.3	5.6	N/A	N/A	N/A	N/A	N/A	N/A
GGM1994025PSP	3322	2013	N	L	81	3	35.6	24.72	29.9768	18.7243	44.1728	62.8971	461.5922	524.4893
SR0208PSP	8968	1993	N	L	30	68	3.2	2.12	N/A	N/A	N/A	N/A	N/A	N/A
CE0016PSP	8662	1994	N	L	29	37	8	9.02	2.0559	2.0451	4.5257	6.5709	19.1908	25.7616
SR5007PSP	9150	1999	N	L	71	50	13.9	16	5.0669	2.5752	12.5282	15.1034	40.8487	55.9521
SR0208PSP	8968	1993	N	L	61	32	10.5	14.5	3.9579	1.8357	6.0296	7.8653	29.1070	36.9723
CE0071PSP	8704	2000	N	L	2	12	38.4	26.5	51.5116	33.7758	56.3429	90.1187	486.7310	576.8497
SR0215PSP	8975	1994	N	L	9	44	38.8	25.5	43.2771	13.9115	214.0697	227.9813	706.6581	934.6393
SR0208PSP	8968	1998	N	L	18	88	45.4	27.3	N/A	N/A	N/A	N/A	N/A	N/A
SR0401PSP	8978	1992	N	L	38	75	21.2	23.5	N/A	N/A	N/A	N/A	N/A	N/A
ACH_IPGP	12067	1958	N	L	67	75	21.3	25	N/A	N/A	N/A	N/A	N/A	N/A
1239491PIP	10556	2017	N	L	71	1005	11.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	26	47	28.6	24.3	40.3603	6.1949	44.8230	51.0179	276.6963	327.7142
FCTEM2003057PGP	6028	2014	N	L	341	38	31.2	22.4	52.9936	15.1455	88.1474	103.2929	378.3250	481.6179
SR1022PSP	8999	2005	N	L	15	88	29.6	20.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	52	170	9.4	14	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	120	60	3.5	5.23	N/A	N/A	N/A	N/A	N/A	N/A
SR0206PSP	8966	1993	N	L	3	78	30.5	22.5	N/A	N/A	N/A	N/A	N/A	N/A
ACH_FPGP	12064	1995	N	L	6	1	45.1	29.08	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	46	14	17.1	16.3	8.3247	6.3826	5.4580	11.8406	72.6163	84.4568
FCWEY4S2004018PGP	6546	2004	N	L	147	74	15.9	18.12	12.6630	2.3735	8.5564	10.9300	69.5762	80.5062
SR1205PSP	9006	2013	N	L	12	44	35.6	27.5	35.6917	12.1046	174.5964	186.7010	579.9906	766.6916
SR1203PSP	9004	2000	N	L	15	124	23.3	25.5	N/A	N/A	N/A	N/A	N/A	N/A
ACH_NPGP	12072	1968	N	L	74	75	24.4	22.7	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	8	47	46	24.2	106.9654	11.0540	136.0938	147.1478	773.4881	920.6360
PIK2001004PSP	7379	2001	N	L	43	3	9.9	12.25	2.1188	2.0483	2.0072	4.0555	22.0192	26.0747
SR4413PSP	9134	1999	N	L	17	123	18.2	19.7	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	1994	N	L	19	33	41.7	21.8	56.8158	15.6123	297.0435	312.6558	643.6586	956.3145
SR5023PSP	9160	1996	N	L	73	5	4.1	5.01	N/A	N/A	N/A	N/A	N/A	N/A
SR1023PSP	9000	2010	N	L	31	40	33.3	24.7	35.4983	9.9184	110.5496	120.4679	307.5043	427.9723
SR1219PSP	9017	2006	N	L	113	46	26.7	25	28.4345	6.2385	69.7489	75.9874	257.6706	333.6580
SG1999003PSP	3140	2000	N	L	618	74	23.2	22.87	31.2980	4.3947	22.1836	26.5783	176.2880	202.8663
SR1022PSP	8999	1995	N	L	48	32	17.6	17.9	11.6451	4.0247	21.7590	25.7837	96.0788	121.8626
SR5415PSP	9192	1995	N	L	40	56	4.1	7.94	N/A	N/A	N/A	N/A	N/A	N/A
CE2001PSP	8745	1997	N	L	61	32	7.6	9	2.0145	1.1232	2.7009	3.8241	13.8006	17.6248
SR5404PSP	9181	2012	N	L	70	177	12.7	18.1	N/A	N/A	N/A	N/A	N/A	N/A
SR0207PSP	8967	1993	N	L	15	111	8.2	8.25	N/A	N/A	N/A	N/A	N/A	N/A
SR0216PSP	8976	1995	N	L	15	54	9.8	14.3	N/A	N/A	N/A	N/A	N/A	N/A
FCABI200238PGP	4360	2002	N	L	12	73	34.9	22.66	54.0631	8.7619	64.1828	72.9448	364.4952	437.4400
SR0206PSP	8966	1998	N	L	28	54	23.7	20.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1999	N	L	54	170	15	18.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5008PSP	9151	1993	N	L	1	46	22.2	22	19.6771	4.9736	46.2228	51.1964	173.3581	224.5545
CE3003PSP	8762	2015	N	L	71	44	8.8	8.9	1.5620	1.2643	6.3788	7.6431	23.4730	31.1161
LWP1993001PSP	2910	1993	N	L	523	2	17.7	21.44	6.8529	8.0983	8.9601	17.0584	70.5978	87.6562
SR1018PSP	8995	1995	N	L	15	41	25.1	21.5	33.0354	8.2179	65.9344	74.1524	219.0574	293.2098
FCBOW56-2005-11PGP	5162	2010	N	L	204	45	24.6	14.51	24.9415	4.1709	25.1939	29.3648	199.1364	228.5012
HEM_DICK711PGP	12155	1990	N	L	18	1001	16.9	14	N/A	N/A	N/A	N/A	N/A	N/A
CE2015PSP	8758	1998	N	L	131	2	21.3	17.9	10.0213	11.8783	14.9125	26.7908	110.2887	137.0794
FCABI200528PGP	4583	2010	N	L	175	3	8	12.12	1.3630	1.4171	1.1996	2.6167	13.2857	15.9024
TIM2004009PGP	7583	2004	N	L	124	45	28.4	19.4	33.6075	5.0696	33.4683	38.5379	277.7143	316.2521
ARGS021PGP	11812	1993	N	L	60	19	3	2.89	0.1794	0.5020	0.2614	0.7634	1.0271	1.7905
SR0204PSP	8964	1993	N	L	54	50	42.4	25.5	81.0572	11.5236	142.9003	154.4239	717.0921	871.5160
SR4421PSP	9139	1995	N	L	40	70	16.7	15.2	16.1388	2.3267	8.2407	10.5674	86.3883	96.9558
SR1204PSP	9005	1993	N	L	44	111	4.7	6.99	N/A	N/A	N/A	N/A	N/A	N/A
1177416PIP	10469	2017	N	L	57	903	12.1	9.9	N/A	N/A	N/A	N/A	N/A	N/A
SR2231PSP	9062	2001	N	L	125	32	44.1	24.5	79.3631	16.2564	213.2113	229.4677	807.0047	1036.4724
HEA1992004PSP	3335	1997	N	L	183	25	17.1	14.93	6.9708	5.4666	12.1686	17.6351	72.0793	89.7144
SR1219PSP	9017	2006	N	L	65	124	20.3	25.2	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-036-0PGP	4894	2012	N	L	6	70	5.4	5.5	1.3104	0.2392	0.4122	0.6514	6.2971	6.9486
SR0217PSP	8977	1995	N	L	53	78	29.9	15	N/A	N/A	N/A	N/A	N/A	N/A
SR0217PSP	8977	2000	N	L	29	45	4.1	5.9	0.6045	0.3658	0.7291	1.0949	3.1932	4.2881
SR1201PSP	9002	1992	N	L	45	123	6.3	10.6	N/A	N/A	N/A	N/A	N/A	N/A
ARGS131PGP	11921	1977	N	L	14	56	29.2	17.07	N/A	N/A	N/A	N/A	N/A	N/A
ACH_KPGP	12069	1984	N	L	27	2	17.8	17	6.9326	8.1932	9.1001	17.2933	71.5622	88.8555
SR1003PSP	8987	2008	N	L	53	94	38.7	25.3	N/A	N/A	N/A	N/A	N/A	N/A
SR0019PSP	8957	1995	N	L	15	40	17.9	16.8	10.3563	3.2688	21.7236	24.9924	74.2543	99.2467
SR0206PSP	8966	1998	N	L	26	54	19.2	17.8	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	90	47	19.3	22.3	18.0154	3.8362	17.8781	21.7143	118.2174	139.9317
ARGS058PGP	11849	1982	N	L	7	75	28.4	22.25	N/A	N/A	N/A	N/A	N/A	N/A
KLK1994042PSP	3432	2014	N	L	21	903	8.9	7.1	N/A	N/A	N/A	N/A	N/A	N/A
1197991PIP	10339	2016	N	L	14	25	27.7	20.2	19.2966	11.2027	36.2879	47.4905	231.3031	278.7936
CE3014PSP	8773	1993	N	L	86	1	2.9	4.85	N/A	N/A	N/A	N/A	N/A	N/A
LWP1994009PSP	2919	2014	N	L	232	70	11.3	16	6.7701	1.0591	2.9236	3.9827	34.9009	38.8836
TIM1999003PSP	3143	1999	N	L	23	45	40	20.94	68.4289	8.0727	65.8735	73.9462	614.1726	688.1188
SR0208PSP	8968	1993	N	L	33	68	5.7	7.77	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	28	60	10.3	12.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	19	88	36.9	24	N/A	N/A	N/A	N/A	N/A	N/A
SR5201PSP	9162	1998	N	L	37	51	45.9	29.5	92.4326	15.1743	120.5583	135.7326	661.3343	797.0669
CE3009PSP	8768	1993	N	L	83	32	3.6	6.96	0.4228	0.3608	0.4219	0.7827	2.4667	3.2494
SR5416PSP	9193	1995	N	L	43	169	7.9	7.56	N/A	N/A	N/A	N/A	N/A	N/A
CE3033PSP	8792	2009	N	L	30	70	24.4	23.6	37.5064	4.9951	22.5342	27.5293	208.3006	235.8299
SR1204PSP	9005	1993	N	L	76	51	14.2	12.34	7.8895	2.2213	8.7253	10.9466	41.5392	52.4858
SR5404PSP	9181	2012	N	L	68	177	6.7	9.6	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003046PGP	6017	2013	N	L	405	12	15.5	12.9	6.3803	8.9250	8.5195	17.4445	48.3730	65.8175
COC1994016PSP	3279	1994	N	L	14	73	38.4	23.74	66.1617	10.2306	80.8570	91.0876	458.6044	549.6920
FCBOW4-2002-14PGP	4994	2013	N	L	45	38	9.5	10.7	3.0343	2.1670	4.2331	6.4001	19.6265	26.0267
KLK1994043PSP	3433	2013	N	L	82	13	9.4	8.7	2.3298	3.9197	2.9645	6.8842	15.6848	22.5689
SR0201PSP	8961	1992	N	L	82	33	4.3	7.84	0.5475	0.8959	0.2583	1.1542	5.5194	6.6736
SR0208PSP	8968	1993	N	L	9	111	11.2	10.62	N/A	N/A	N/A	N/A	N/A	N/A
SR0008PSP	8948	1998	N	L	18	50	7.9	7.5	1.2438	1.2053	3.6501	4.8555	9.5703	14.4257
FCNEE_KC2000140PGP	5213	2005	N	L	8	74	8.8	11.09	3.0708	0.9047	1.9253	2.8301	16.2336	19.0637
WWA1999008PSP	3147	1999	N	L	309	22	11.2	7.66	2.0211	3.2429	3.6063	6.8493	15.7158	22.5651
FCWEY_KEN2003021PGP	6500	2008	N	L	45	13	20.4	16.8	13.2453	11.7265	14.8999	26.6264	106.9681	133.5945
CE4121PSP	8841	1995	N	L	13	37	10.7	11.03	3.9522	3.0704	9.1065	12.1768	36.0360	48.2128
SR4404PSP	9125	1993	N	L	23	41	56.1	30.2	178.7199	31.5844	616.2923	647.8767	1236.9685	1884.8452
TIM1999003PSP	3143	2010	N	L	1	22	43.6	18.4	37.2094	33.9473	50.1462	84.0935	314.0857	398.1792
FCTEM2003002PGP	5958	2003	N	L	283	74	42	19.61	129.6669	11.5661	99.0720	110.6380	759.6042	870.2423
FCBOW78-003-0PGP	4797	2014	N	L	563	13	29.8	19.4	30.9893	20.0420	32.8219	52.8639	274.0585	326.9224
SR0210PSP	8970	1994	N	L	41	54	5	8.02	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200318PGP	5552	2003	N	L	88	20	3.8	4.16	0.2644	0.7802	0.2080	0.9883	1.5850	2.5732
SR5004PSP	9147	1998	N	L	61	47	5.7	10.2	1.4768	0.8679	1.0338	1.9018	8.4795	10.3813
LD2502PGP	10630	2021	N	L	263	58	3.4	7.9	0.6435	0.3793	0.9318	1.3112	4.6671	5.9782
KEN2012001PGP	7710	2012	N	L	122	25	26.9	22.6	18.1390	10.7248	33.9571	44.6819	215.4715	260.1535
SR2222PSP	9054	2001	N	L	7	55	26.4	20.4	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	122	111	2.8	7	N/A	N/A	N/A	N/A	N/A	N/A
CE0042PSP	8688	2000	N	L	42	70	28.8	14.9	54.2300	6.9762	34.9837	41.9599	306.0993	348.0592
FCDOM200266PGP	5483	2007	N	L	33	41	26.6	19.8	37.3159	9.0565	77.4756	86.5321	248.2048	334.7369
SR1015PSP	8992	2009	N	L	34	88	23.2	17.6	N/A	N/A	N/A	N/A	N/A	N/A
SR2014PSP	9036	2010	N	L	28	55	41.9	24.7	N/A	N/A	N/A	N/A	N/A	N/A
SR3009PSP	9073	1994	N	L	53	56	11.5	13.4	N/A	N/A	N/A	N/A	N/A	N/A
CE7026PSP	8904	1995	N	L	14	70	23.1	25.68	33.2066	4.4733	19.4877	23.9610	183.4382	207.3992
GCF1994010PGP	7626	2019	N	L	242	903	9.6	7.4	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1998	N	L	9	47	29.3	27.4	42.4123	6.3801	47.4289	53.8090	291.5511	345.3601
SR4202PSP	9100	1992	N	L	4	58	3.2	3.85	0.5757	0.3520	0.8249	1.1770	4.1526	5.3296
SR5002PSP	9145	1998	N	L	2	58	19.6	14.3	16.0934	3.2825	31.5308	34.8134	136.5892	171.4026
FCDOM200304PGP	5538	2024	N	L	347	1091	8.1	12.1	N/A	N/A	N/A	N/A	N/A	N/A
MAN1994009PSP	2937	2016	N	L	48	25	5.5	7.5	0.6359	1.0114	0.9318	1.9432	4.6902	6.6334
CE5007PSP	8863	1993	N	L	12	1	54.4	29.41	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	21	90	27.3	19.2	N/A	N/A	N/A	N/A	N/A	N/A
SR3005PSP	9069	2001	N	L	4	30	6.5	10.2	N/A	N/A	N/A	N/A	N/A	N/A
ARGS041PGP	11832	1982	N	L	11	56	10.9	12.8	N/A	N/A	N/A	N/A	N/A	N/A
TBP1992016PSP	3005	2019	N	L	364	139	12.5	13.9	N/A	N/A	N/A	N/A	N/A	N/A
FCWEY4S2001085PGP	6353	2019	N	L	241	20	3.5	5.1	0.2180	0.6801	0.1688	0.8489	1.3017	2.1507
SR4202PSP	9100	1992	N	L	11	58	3	3.9	0.5113	0.3251	0.7246	1.0497	3.6672	4.7169
SR1008PSP	8990	2000	N	L	80	89	38.5	27.9	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200510PGP	5625	2005	N	L	330	45	10.7	9.67	4.4290	1.3462	4.8582	6.2043	29.0732	35.2776
HEM_DICK178PGP	12142	1991	N	L	16	19	19.5	14	14.0111	12.0858	18.1458	30.2316	87.2400	117.4715
LSJP1993013PSP	3447	1998	N	L	62	25	37.3	24.96	36.1634	17.4401	71.2018	88.6419	475.3382	563.9801
SR1202PSP	9003	2000	N	L	64	90	4.6	8.2	N/A	N/A	N/A	N/A	N/A	N/A
SR0212PSP	8972	1994	N	L	6	60	9.3	11.2	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW4-2002-18PGP	5010	2013	N	L	94	74	26.1	19.4	41.4975	5.3251	29.8543	35.1795	235.5595	270.7390
CE3030PSP	8789	2010	N	L	18	50	14.5	17.6	5.6282	2.7257	13.7387	16.4644	45.5325	61.9969
KLK2010001PGP	7683	2015	N	L	41	45	55.1	26.3	133.0477	12.4728	124.0820	136.5548	1291.1018	1427.6566
CHT2002002PGP	7032	2010	N	L	288	73	35.1	21.7	54.7199	8.8435	65.0753	73.9188	369.5338	443.4526
SR5408PSP	9185	1995	N	L	99	55	5.5	8.06	N/A	N/A	N/A	N/A	N/A	N/A
SR0211PSP	8971	1994	N	L	19	111	13.1	10.1	N/A	N/A	N/A	N/A	N/A	N/A
FCACI_FF200003PGP	4261	2000	N	L	102	38	12.5	9.1	5.8713	3.3943	8.5303	11.9246	38.8460	50.7706
MAN1995001PSP	2938	2016	N	L	34	73	17	17.4	11.8255	2.7295	11.2865	14.0160	65.0042	79.0203
CE6101PSP	8872	1996	N	L	46	41	22	13.48	25.0498	6.5906	45.7100	52.3006	164.9475	217.2481
SR0205PSP	8965	1993	N	L	110	78	7.4	12	N/A	N/A	N/A	N/A	N/A	N/A
SR5407PSP	9184	1995	N	L	11	94	12.2	11.8	N/A	N/A	N/A	N/A	N/A	N/A
TBP1992024PSP	3013	2001	N	L	76	32	3.4	6.46	0.3752	0.3308	0.3661	0.6968	2.1628	2.8596
SR4424PSP	9141	1998	N	L	93	169	12.8	11.8	N/A	N/A	N/A	N/A	N/A	N/A
SR4008PSP	9093	1995	N	L	46	40	20.5	18.8	13.5548	4.1659	30.9968	35.1626	101.2412	136.4039
SR0406PSP	8983	1993	N	L	42	86	24.6	24.7	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	1992	N	L	27	111	2.8	3.02	N/A	N/A	N/A	N/A	N/A	N/A
ACH_IPGP	12067	1953	N	L	67	75	20.8	22.6	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1998	N	L	5	39	28.1	22.3	N/A	N/A	N/A	N/A	N/A	N/A
CE4010PSP	8803	2011	N	L	47	56	10.1	12.3	N/A	N/A	N/A	N/A	N/A	N/A
CE1024PSP	8729	2000	N	L	11	32	14.1	13.65	7.3275	2.8734	12.5426	15.4160	57.5302	72.9462
1287546PIP	10580	2017	N	L	309	70	5.6	10.3	1.4208	0.2574	0.4540	0.7114	6.8511	7.5624
SR0205PSP	8965	1998	N	L	48	60	24.1	19.4	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	43	169	12.7	18.1	N/A	N/A	N/A	N/A	N/A	N/A
SR4205PSP	9103	1993	N	L	14	58	3.6	5.76	0.7148	0.4070	1.0453	1.4523	5.2103	6.6626
1294281PIP	6836	2014	N	L	23	25	2.8	3.5	0.1529	0.3705	0.2019	0.5724	0.9297	1.5021
SR0207PSP	8967	1993	N	L	94	54	21.4	15.5	N/A	N/A	N/A	N/A	N/A	N/A
CE3014PSP	8773	1993	N	L	91	20	10.9	8.38	3.1404	4.5317	3.0254	7.5571	19.7545	27.3117
1205026PIP	10501	2017	N	L	7	74	3.3	6.3	0.2932	0.1828	0.1624	0.3452	1.4548	1.8000
SR4424PSP	9141	1998	N	L	9	169	12.2	13.9	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	62	78	17.1	13	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	2012	N	L	70	47	31.2	22.7	48.2453	6.8878	54.9304	61.8181	333.9868	395.8049
CE4024PSP	8815	1996	N	L	55	20	25.2	20.37	22.4774	18.3619	25.4388	43.8007	146.9595	190.7602
SR0016PSP	8956	1995	N	L	112	50	2.9	5.62	0.1030	0.3136	0.4096	0.7232	0.7302	1.4534
SR4407PSP	9128	1993	N	L	23	123	26.8	21.3	N/A	N/A	N/A	N/A	N/A	N/A
SR5206PSP	9166	1994	N	L	59	51	13.9	13.1	7.5439	2.1450	8.3181	10.4631	39.5056	49.9687
TIM2015001PSP	7082	2015	N	L	36	25	25.9	22.7	16.7449	10.1372	31.1647	41.3018	196.6035	237.9054
CE4011PSP	8804	1995	N	L	69	58	26.8	21.15	28.5991	4.8261	59.1415	63.9676	249.7345	313.7022
SR5014PSP	9156	1999	N	L	64	45	3	5	0.3160	0.2393	0.3932	0.6325	1.5588	2.1913
1328611PIP	60	2008	N	L	42	42	19.1	11	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	20	1001	8.7	12	N/A	N/A	N/A	N/A	N/A	N/A
CE3028PSP	8787	1999	N	L	9	45	31.1	26.7	40.5810	5.7352	40.0511	45.7863	342.7382	388.5245
FCTEM2003046PGP	6017	2013	N	L	329	22	27	13.3	13.3231	14.8324	19.8229	34.6553	109.2405	143.8958
HEM_CLYD431PGP	12129	1999	N	L	41	44	6.7	5.9	0.8484	0.8137	3.3446	4.1583	12.5566	16.7149
SR0022PSP	8960	1995	N	L	12	46	30	29.8	35.8750	7.1981	90.4382	97.6363	330.9481	428.5844
FOR2010004PSP	6874	2010	N	L	540	45	9.7	9.97	3.6128	1.1782	4.0015	5.1797	23.1839	28.3636
LSJP1994042PSP	3484	2000	N	L	557	74	8.8	13.33	3.0708	0.9047	1.9253	2.8301	16.2336	19.0637
SR5013PSP	9155	1999	N	L	41	44	32.6	21.8	29.3071	10.4991	141.7428	152.2419	473.8937	626.1357
SR5401PSP	9178	1999	N	L	48	30	25.3	18.5	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	1998	N	L	35	169	11.3	8.95	N/A	N/A	N/A	N/A	N/A	N/A
IFF1993009PSP	3361	2018	N	L	148	139	8.7	11	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2005	N	L	4	170	27.7	24.2	N/A	N/A	N/A	N/A	N/A	N/A
SR5213PSP	9173	1994	N	L	127	51	3.8	6.05	0.4968	0.2564	0.4565	0.7129	1.9000	2.6129
FCWEY4S2002053PGP	6470	2007	N	L	14	3	5.1	4.93	0.5367	0.6506	0.4044	1.0550	4.5761	5.6311
TBP1995050PSP	3026	1995	N	L	12	74	11.4	16.42	5.7081	1.3798	3.6980	5.0778	30.6882	35.7661
SR1208PSP	9009	2000	N	L	28	58	46.5	28	78.7314	9.5151	179.0580	188.5731	723.0179	911.5910
SR0206PSP	8966	1998	N	L	21	78	18.8	18.9	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	21	68	7.7	7.92	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	76	177	23.5	24.3	N/A	N/A	N/A	N/A	N/A	N/A
SR4424PSP	9141	1998	N	L	71	169	6.5	8.7	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	67	45	3.3	7.65	0.3852	0.2724	0.4747	0.7471	1.9398	2.6869
SR0016PSP	8956	2000	N	L	61	33	7.6	12.1	1.7531	1.8340	1.5116	3.3456	18.1947	21.5404
SR1210PSP	9011	1994	N	L	15	136	2.7	4.55	N/A	N/A	N/A	N/A	N/A	N/A
SR2222PSP	9054	2001	N	L	58	30	26.1	20.9	N/A	N/A	N/A	N/A	N/A	N/A
BY_T2PGP	3511	2006	N	L	21	37	15.9	13.5	9.6259	5.3400	23.6015	28.9415	85.0136	113.9551
SR0201PSP	8961	1992	N	L	60	33	3	6.28	0.2624	0.5696	0.0846	0.6541	2.5969	3.2510
SR0205PSP	8965	1998	N	L	62	78	18.9	17.1	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	2000	N	L	21	90	29.7	21.1	N/A	N/A	N/A	N/A	N/A	N/A
FCPB2007063PGP	3682	2007	N	L	130	38	13	9	6.4521	3.6191	9.4287	13.0479	42.8276	55.8755
KAP1992004PSP	3366	2016	N	L	92	903	15.1	11.7	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002078PGP	5905	2015	N	L	11	73	11.4	13.4	5.0828	1.4278	4.2973	5.7251	25.0378	30.7629
COC2019001PSP	10593	2019	N	L	16	139	7.7	12	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1999	N	L	35	5	6	5	N/A	N/A	N/A	N/A	N/A	N/A
1253101PIP	9	2017	N	L	82	1092	20	13.7	N/A	N/A	N/A	N/A	N/A	N/A
