BIOMASS CALCULATION RESULTS
==================================================
Generated on: 2025-11-21 12:37:34
Total records: 1104

plot	plotkey	year	origin	tree status	tree number	speccode	dbh	height	Wood (KG)	Bark (KG)	Branch (KG)	Foliage (KG)	Stem (KG)	Crown (KG)	Total (KG)
SR0211PSP	8971	1994	N	L	19	111	13.1	10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCACI_FF200003PGP	4261	2000	N	L	102	38	12.5	9.1	28.7857	5.1115	9.7708	4.0616	33.8972	13.8324	47.7297
MAN1995001PSP	2938	2016	N	L	34	73	17	17.4	64.6552	13.3149	9.0735	2.5940	77.9701	11.6675	89.6377
CE6101PSP	8872	1996	N	L	46	41	22	13.48	123.3663	25.8323	38.2750	6.8763	149.1986	45.1513	194.3499
SR0205PSP	8965	1993	N	L	110	78	7.4	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5407PSP	9184	1995	N	L	11	94	12.2	11.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TBP1992024PSP	3013	2001	N	L	76	32	3.4	6.46	1.5343	0.3656	0.4299	0.3535	1.8998	0.7834	2.6833
SR4424PSP	9141	1998	N	L	93	169	12.8	11.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4008PSP	9093	1995	N	L	46	40	20.5	18.8	146.2806	16.8978	58.2649	7.0621	163.1784	65.3270	228.5054
SR0406PSP	8983	1993	N	L	42	86	24.6	24.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1401PSP	9018	1992	N	L	27	111	2.8	3.02	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACH_IPGP	12067	1953	N	L	67	75	20.8	22.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0204PSP	8964	1998	N	L	5	39	28.1	22.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE4010PSP	8803	2011	N	L	47	56	10.1	12.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE1024PSP	8729	2000	N	L	11	32	14.1	13.65	48.4952	7.1525	13.2584	2.9427	55.6477	16.2010	71.8488
1287546PIP	10580	2017	N	L	309	70	5.6	10.3	34.9684	1.2740	0.4060	0.3241	36.2423	0.7300	36.9724
SR0205PSP	8965	1998	N	L	48	60	24.1	19.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	2010	N	L	43	169	12.7	18.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4205PSP	9103	1993	N	L	14	58	3.6	5.76	1.5740	0.3897	0.0815	0.4986	1.9637	0.5801	2.5438
1294281PIP	6836	2014	N	L	23	25	2.8	3.5	0.6476	0.1439	0.1989	0.3885	0.7915	0.5874	1.3790
SR0207PSP	8967	1993	N	L	94	54	21.4	15.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3014PSP	8773	1993	N	L	91	20	10.9	8.38	14.8059	2.6876	3.2246	4.7402	17.4935	7.9647	25.4582
1205026PIP	10501	2017	N	L	7	74	3.3	6.3	1.0062	0.2557	0.1436	0.1864	1.2619	0.3300	1.5920
SR4424PSP	9141	1998	N	L	9	169	12.2	13.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	62	78	17.1	13	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5014PSP	9156	2012	N	L	70	47	31.2	22.7	289.7947	47.4303	53.5593	6.8437	337.2250	60.4030	397.6280
CE4024PSP	8815	1996	N	L	55	20	25.2	20.37	148.5479	25.9748	19.2401	14.4846	174.5227	33.7247	208.2474
SR0016PSP	8956	1995	N	L	112	50	2.9	5.62	0.6799	0.1064	0.4038	0.2419	0.7863	0.6457	1.4319
SR4407PSP	9128	1993	N	L	23	123	26.8	21.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5206PSP	9166	1994	N	L	59	51	13.9	13.1	31.4647	7.1257	7.0179	1.8157	38.5904	8.8336	47.4240
TIM2015001PSP	7082	2015	N	L	36	25	25.9	22.7	227.0973	18.9721	24.4053	8.2962	246.0694	32.7014	278.7709
CE4011PSP	8804	1995	N	L	69	58	26.8	21.15	261.7110	31.6967	68.9419	4.5463	293.4077	73.4882	366.8959
SR5014PSP	9156	1999	N	L	64	45	3	5	0.8487	0.4329	0.4935	0.1576	1.2816	0.6510	1.9327
1328611PIP	60	2008	N	L	42	42	19.1	11	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_DICK862PGP	12157	1990	N	L	20	1001	8.7	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3028PSP	8787	1999	N	L	9	45	31.1	26.7	366.5477	33.3177	34.6911	7.6290	399.8653	42.3201	442.1854
FCTEM2003046PGP	6017	2013	N	L	329	22	27	13.3	92.5613	13.3819	20.6917	15.7118	105.9432	36.4035	142.3467
HEM_CLYD431PGP	12129	1999	N	L	41	44	6.7	5.9	7.2186	0.6114	3.2514	0.8732	7.8300	4.1246	11.9546
SR0022PSP	8960	1995	N	L	12	46	30	29.8	478.8748	49.5131	89.7794	9.9435	528.3879	99.7229	628.1108
FOR2010004PSP	6874	2010	N	L	540	45	9.7	9.97	16.3564	4.1686	4.4823	0.9679	20.5250	5.4502	25.9752
LSJP1994042PSP	3484	2000	N	L	557	74	8.8	13.33	14.8839	3.2356	1.5902	0.9116	18.1195	2.5019	20.6214
SR5013PSP	9155	1999	N	L	41	44	32.6	21.8	452.9373	30.2044	139.3057	10.2510	483.1417	149.5566	632.6983
SR5401PSP	9178	1999	N	L	48	30	25.3	18.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5416PSP	9193	1998	N	L	35	169	11.3	8.95	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFF1993009PSP	3361	2018	N	L	148	139	8.7	11	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1017PSP	8994	2005	N	L	4	170	27.7	24.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5213PSP	9173	1994	N	L	127	51	3.8	6.05	1.1983	0.3745	0.2672	0.1692	1.5728	0.4364	2.0092
FCWEY4S2002053PGP	6470	2007	N	L	14	3	5.1	4.93	2.2722	0.4939	0.5638	0.5983	2.7661	1.1621	3.9282
TBP1995050PSP	3026	1995	N	L	12	74	11.4	16.42	30.6488	6.3668	2.9799	1.3860	37.0156	4.3658	41.3815
SR1208PSP	9009	2000	N	L	28	58	46.5	28	963.9856	98.8206	410.6722	8.6823	1062.8062	419.3545	1482.1607
SR0206PSP	8966	1998	N	L	21	78	18.8	18.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	21	68	7.7	7.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5404PSP	9181	1998	N	L	76	177	23.5	24.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4424PSP	9141	1998	N	L	71	169	6.5	8.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5021PSP	9159	1999	N	L	67	45	3.3	7.65	1.3340	0.4220	0.4943	0.2522	1.7561	0.7465	2.5026
SR0016PSP	8956	2000	N	L	61	33	7.6	12.1	14.0155	1.7373	1.7288	2.1544	15.7527	3.8832	19.6359
SR1210PSP	9011	1994	N	L	15	136	2.7	4.55	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2222PSP	9054	2001	N	L	58	30	26.1	20.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BY_T2PGP	3511	2006	N	L	21	37	15.9	13.5	63.0028	8.8908	23.8416	5.7484	71.8936	29.5900	101.4836
SR0201PSP	8961	1992	N	L	60	33	3	6.28	1.3788	0.2293	0.1585	1.2585	1.6081	1.4170	3.0251
SR0205PSP	8965	1998	N	L	62	78	18.9	17.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	2000	N	L	21	90	29.7	21.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCPB2007063PGP	3682	2007	N	L	130	38	13	9	30.9841	5.4828	11.1825	4.5016	36.4670	15.6841	52.1511
KAP1992004PSP	3366	2016	N	L	92	903	15.1	11.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2002078PGP	5905	2015	N	L	11	73	11.4	13.4	22.9093	5.6407	3.1877	1.4187	28.5500	4.6064	33.1563
COC2019001PSP	10593	2019	N	L	16	139	7.7	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1999	N	L	35	5	6	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1253101PIP	9	2017	N	L	82	1092	20	13.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1998	N	L	29	68	13.7	13.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3035PSP	8793	2000	N	L	23	32	4.7	6.5	2.9782	0.7194	0.9383	0.5727	3.6976	1.5110	5.2086
SR0205PSP	8965	1993	N	L	41	78	5	8.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0205PSP	8965	1993	N	L	89	78	4.5	7.34	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BP1993040PSP	3210	2007	N	L	202	20	15.1	14.19	42.4530	7.2193	5.1024	5.9711	49.6723	11.0734	60.7457
FCBOW78-1385-1PGP	4804	1999	N	L	104	22	10	6.14	8.2320	1.4132	3.3481	3.1981	9.6453	6.5462	16.1914
ARGS131PGP	11921	1977	N	L	19	56	27.9	16.46	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	2005	N	L	8	94	44.3	26.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	7	50	5.1	6.33	2.5829	0.4251	1.3885	0.5488	3.0080	1.9373	4.9453
FCWEY4S2001086PGP	6354	2012	N	L	17	20	28.7	16.8	159.6792	30.4492	39.0191	24.9680	190.1284	63.9870	254.1154
SR0205PSP	8965	1993	N	L	54	55	10.2	12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1201PSP	9002	1992	N	L	22	90	28.8	18.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1273871PIP	6827	2013	N	L	12	40	7	9.1	11.3627	2.0033	2.4250	0.7830	13.3660	3.2080	16.5740
SR1202PSP	9003	2013	N	L	64	90	5.5	9.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_BRUT051PGP	12083	1991	N	L	24	37	36.8	19	434.1197	61.3698	176.4359	16.7777	495.4895	193.2136	688.7031
SR1208PSP	9009	2009	N	L	26	78	34	30.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLK2000001PGP	7542	2000	N	L	16	74	35.9	25.5	451.2895	92.8110	65.0839	8.8710	544.1005	73.9549	618.0554
SR5416PSP	9193	1995	N	L	46	169	8.7	8.45	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COC1994025PSP	3288	2016	N	L	55	20	26	20.5	158.1864	27.8292	21.2937	15.5614	186.0156	36.8550	222.8707
SR2230PSP	9061	1995	N	L	42	117	3.7	5.74	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5020PSP	9158	1999	N	L	70	58	11.6	15.3	41.2565	6.1873	5.0011	1.6115	47.4438	6.6126	54.0564
TBP1992010PSP	3000	1992	N	L	147	74	25.4	19.5	173.7581	37.8164	27.9343	5.0676	211.5745	33.0020	244.5764
SR5408PSP	9185	1995	N	L	187	55	16.2	14.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BY_L1CTPGP	3502	2015	N	L	27	139	15.5	16.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBUC_LH200706PGP	3535	2015	N	L	29	12	23.5	10.3	74.1962	11.9195	31.9904	27.8108	86.1156	59.8012	145.9168
SR4204PSP	9102	1993	N	L	28	55	2.9	3.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW56-021-0PGP	4879	2012	N	L	29	12	18.7	10.4	49.6975	8.1409	16.5071	15.9726	57.8384	32.4797	90.3181
CE3029PSP	8788	2014	N	L	27	1	18.7	22.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0209PSP	8969	1994	N	L	27	60	29.6	26	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4212PSP	9110	1994	N	L	79	50	7.8	13	10.6152	1.2059	3.5180	1.0166	11.8210	4.5346	16.3557
SR0016PSP	8956	1995	N	L	68	50	11.2	13.1	23.8833	2.9301	7.7639	1.7186	26.8133	9.4825	36.2958
SR0212PSP	8972	1994	N	L	4	60	9.3	11.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5024PSP	9161	1997	N	L	25	124	2.6	3.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW12-167-4PGP	4706	2005	N	L	621	13	28.2	22.49	243.0482	29.9008	23.9467	15.6148	272.9489	39.5615	312.5104
SR5203PSP	9164	1998	N	L	14	44	30.9	23.4	426.7487	28.6134	122.6678	9.4310	455.3621	132.0988	587.4609
SR4005PSP	9090	1994	N	L	52	94	8.7	10.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	83	117	9.1	12.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1209PSP	9010	1994	N	L	8	94	38	24.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1321801PIP	6862	2014	N	L	53	32	15.4	12.3	53.6734	8.6007	16.3991	3.3559	62.2742	19.7550	82.0291
CE1000PSP	8707	1998	N	L	6	2	21	15.55	89.5681	10.1101	14.1840	12.1285	99.6782	26.3125	125.9907
CE4017PSP	8809	1995	N	L	15	58	29.5	22.55	335.0350	39.1842	95.3173	5.0480	374.2192	100.3653	474.5845
CE7012PSP	8890	2004	N	L	105	70	34.9	28.05	9528.6541	86.5357	53.5896	8.6130	9615.1898	62.2026	9677.3924
SR1206PSP	9007	1993	N	L	40	44	20.9	18.3	161.9547	11.4995	48.4667	5.1311	173.4542	53.5978	227.0520
CE6205PSP	8875	1999	N	L	48	50	11.1	14.4	24.8930	2.8663	7.6131	1.6964	27.7593	9.3094	37.0687
SR0001PSP	8941	1992	N	L	20	46	38.3	29.1	712.7157	72.6329	157.6316	12.6161	785.3485	170.2476	955.5962
HEM_NIGH103PGP	12218	1991	N	L	9	19	12	7.5	17.4070	4.2656	6.1416	6.3914	21.6725	12.5330	34.2055
CE4112PSP	8832	2006	N	L	59	42	3.9	4.38	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW78-2003-005PGP	5035	2008	N	L	412	38	13.5	11.3	39.1769	6.8738	10.1745	3.8071	46.0507	13.9816	60.0323
SR5404PSP	9181	2012	N	L	76	177	29.7	29	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_CLYD477PGP	12133	1991	N	L	63	19	4.2	4	1.3418	0.3933	0.5075	1.1345	1.7351	1.6420	3.3771
HEM_BISHA03PGP	12075	1991	N	L	9	19	21.2	13	83.5658	17.1362	21.5134	14.3658	100.7020	35.8793	136.5813
FECGY610PGP	12824	2011	N	L	136	22	5.7	6.14	3.1613	0.5178	0.8137	0.9192	3.6791	1.7329	5.4120
1129266PIP	10419	2017	N	L	53	25	3.7	3.4	0.9985	0.2277	0.4926	0.7184	1.2262	1.2110	2.4371
SR1015PSP	8992	1994	N	L	80	88	13	13.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4426PSP	9142	1995	N	L	81	94	3	4.55	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCDOM200444PGP	5595	2004	N	L	906	22	39.9	17.11	228.2163	31.3719	44.3233	30.6138	259.5881	74.9372	334.5253
SR5414PSP	9191	1999	N	L	118	45	17.6	14.7	75.0694	12.8830	13.4917	2.5146	87.9524	16.0063	103.9587
SR5413PSP	9190	1995	N	L	61	47	19.7	18	99.6193	20.0628	18.3359	3.7511	119.6821	22.0870	141.7691
SR2231PSP	9062	2001	N	L	55	33	8.9	12.4	18.8731	2.3461	2.9943	2.8503	21.2192	5.8445	27.0637
COC2019001PSP	10593	2019	N	L	55	903	10.4	13.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE0033PSP	8679	2003	N	L	185	37	4.6	9.91	4.3968	0.5684	1.2377	1.1804	4.9652	2.4181	7.3833
SR0212PSP	8972	1994	N	L	52	60	7.8	9.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5406PSP	9183	1998	N	L	48	33	29.4	27.5	353.2535	30.9560	69.7561	6.2943	384.2094	76.0504	460.2598
SR0405PSP	8982	1998	N	L	45	86	40.6	25.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1280446PIP	35	2008	N	L	63	38	8.9	9.2	14.3564	2.6321	3.2887	1.8323	16.9885	5.1210	22.1095
CE3004PSP	8763	1998	N	L	23	70	7.8	11.2	87.9732	2.7349	1.0668	0.6275	90.7081	1.6943	92.4024
SR0213PSP	8973	1994	N	L	60	33	58	30.5	1268.5049	112.6667	743.5660	21.0749	1381.1716	764.6409	2145.8125
SR5024PSP	9161	2000	N	L	39	117	4.2	4.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5401PSP	9178	2012	N	L	37	5	50.2	24.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5023PSP	9160	1996	N	L	55	5	11.7	9.25	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCTEM2003070PGP	6041	2003	N	L	53	3	25.4	14.48	130.7637	12.2343	26.5647	10.5581	142.9980	37.1228	180.1208
SR5203PSP	9164	1993	N	L	1	44	23.3	20.5	218.8313	15.2765	62.7425	6.0772	234.1077	68.8197	302.9274
CE3003PSP	8762	2015	N	L	124	41	5.1	7.9	4.7847	1.4679	0.3671	0.7199	6.2527	1.0870	7.3396
FCACI_KE200005PGP	4266	2005	N	L	35	13	13.8	13.85	42.7437	6.2627	4.6568	4.8165	49.0064	9.4733	58.4797
NOR2013002PSP	11781	2013	N	L	29	14	13.1	8.5	19.9283	4.9351	2.5186	3.6519	24.8634	6.1705	31.0339
NOR2013002PSP	11781	2013	N	L	45	14	21.7	13	83.0560	13.6708	13.4111	11.4887	96.7268	24.8998	121.6266
NOR2013002PSP	11781	2013	N	L	15	14	29.6	19.1	237.7170	25.5855	37.5182	23.2521	263.3025	60.7703	324.0728
SR1209PSP	9010	1994	N	L	24	94	6.2	10.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3012PSP	9076	2016	N	L	7	51	29.9	26.7	272.8489	54.4355	60.2408	7.3756	327.2843	67.6163	394.9007
ACH_IPGP	12067	1953	N	L	89	75	22.9	17.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1314921PIP	55	2017	N	L	419	20	11.3	11	20.0100	3.3968	2.5689	3.8247	23.4067	6.3936	29.8003
SR0407PSP	8984	1993	N	L	8	60	55.5	32.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1253186PIP	6662	2012	N	L	38	1	13.7	8.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0215PSP	8975	1998	N	L	22	54	20.1	20.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHA1995022PSP	3258	1995	N	L	27	74	13	17.61	42.5726	8.7655	4.1903	1.7142	51.3381	5.9045	57.2426
SR5417PSP	9194	1995	N	L	87	170	18.2	18.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBUC_LH200704PGP	3533	2015	N	L	367	45	16.4	9.5	50.0804	14.0637	14.2859	1.5957	64.1441	15.8816	80.0257
WWA1995022PSP	3112	1995	N	L	26	3	35.4	26.97	496.9819	30.1350	39.8190	19.1138	527.1169	58.9328	586.0497
FCBOW56-2006-06PGP	5183	2006	N	L	48	13	27.2	21.84	221.5414	27.5422	22.1975	14.8118	249.0836	37.0092	286.0929
SR4208PSP	9106	1993	N	L	43	55	66.7	28.8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1321811PIP	6861	2014	N	L	35	73	4.1	4.5	0.9471	0.5039	0.2967	0.3801	1.4510	0.6768	2.1278
SR1209PSP	9010	2000	N	L	6	123	26	22	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCABI200322PGP	4477	2013	N	L	8	13	22.7	19.1	141.0886	18.4049	14.9059	11.1715	159.4935	26.0774	185.5709
1294231PIP	6957	2015	N	L	5	73	3.6	5.3	0.9233	0.4330	0.1767	0.2732	1.3563	0.4499	1.8062
BP1993040PSP	3210	2007	N	L	91	12	29.2	21.03	219.4930	27.3775	31.0146	21.1109	246.8705	52.1255	298.9961
SR4421PSP	9139	1995	N	L	13	70	20.5	14.8	1339.7475	25.3781	17.3416	4.2105	1365.1256	21.5521	1386.6777
1280636PIP	6758	2012	N	L	67	37	2.7	4.9	0.8041	0.1283	0.3473	0.5980	0.9324	0.9453	1.8777
SR1201PSP	9002	1992	N	L	50	70	12.3	15.9	391.1423	7.8161	3.3051	1.3250	398.9583	4.6301	403.5885
SR2011PSP	9033	2023	N	L	15	41	31.8	20.9	381.5597	60.3764	135.8850	12.1442	441.9362	148.0292	589.9654
SR0208PSP	8968	1993	N	L	10	68	6.2	8.14	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE1030PSP	8735	1993	N	L	88	41	4.4	5.41	2.4743	0.9602	0.2072	0.5732	3.4345	0.7804	4.2149
SR0016PSP	8956	2000	N	L	19	124	16.6	18	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR2230PSP	9061	1995	N	L	84	117	9.1	12.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR1216PSP	9015	1995	N	L	77	40	33.5	21.5	383.6955	41.7891	189.1590	15.4315	425.4846	204.5905	630.0750
SR0201PSP	8961	1992	N	L	8	33	2.5	5.28	0.8325	0.1507	0.1068	1.2481	0.9832	1.3550	2.3382
SR4012PSP	9097	1995	N	L	199	170	8.5	7.27	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE3030PSP	8789	2010	N	L	84	50	10.4	12.5	19.6422	2.4428	6.6018	1.5434	22.0850	8.1451	30.2301
SR1021PSP	8998	2010	N	L	8	44	35.1	22.7	541.6624	35.7369	166.0268	11.5005	577.3993	177.5273	754.9267
ACH_BPGP	12060	1978	N	L	2	1	43.4	30.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0216PSP	8976	2000	N	L	5	42	44.5	25.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1246381PIP	6667	2012	N	L	6	1005	8	8.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WF2001017PGP	7425	2001	N	L	52	74	27.6	22.5	237.4621	49.4206	32.5888	5.7968	286.8827	38.3856	325.2684
SR0217PSP	8977	1995	N	L	8	51	9.1	8.95	9.6388	2.3489	2.1609	0.8363	11.9877	2.9972	14.9849
SR2014PSP	9036	1994	N	L	75	51	3.9	5.11	1.0840	0.3215	0.2435	0.1774	1.4055	0.4209	1.8265
SR5208PSP	9168	1994	N	L	97	22	16.2	10.44	30.8726	4.6323	7.0758	6.1279	35.5049	13.2036	48.7085
SR5414PSP	9191	1995	N	L	220	169	8.6	7.42	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS012PGP	11803	1982	N	L	22	51	39.9	27.43	495.5655	88.7795	110.0543	12.5054	584.3450	122.5597	706.9047
CE1005PSP	8712	1993	N	L	4	14	3.5	3.43	0.6349	0.3436	0.0318	0.1823	0.9786	0.2141	1.1927
NBBY012PGP	12371	2003	N	L	50	37	35.1	21.8	453.4121	59.8724	157.6142	15.7948	513.2845	173.4090	686.6936
SR0206PSP	8966	1993	N	L	28	54	21.2	18.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0405PSP	8982	1998	N	L	49	86	39.6	27	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	12	170	24.9	20.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5009PSP	9152	1998	N	L	25	70	26.5	25.2	4271.4654	45.8675	24.7798	5.1030	4317.3329	29.8828	4347.2156
CHA1995014PSP	3250	2007	N	L	37	1091	8.9	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR3010PSP	9074	1994	N	L	21	30	53.3	27.4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	29	68	13.4	12.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCBOW3-2002-38PGP	4971	2007	N	L	243	38	2.5	5.6	0.7365	0.1540	0.0931	0.1705	0.8905	0.2636	1.1541
FCWEY4S2001067PGP	6338	2001	N	L	35	13	3.7	3.64	1.1162	0.2626	0.4285	1.0133	1.3788	1.4418	2.8206
SR5007PSP	9150	1993	N	L	59	169	28.5	15.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCF1994010PGP	7626	2019	N	L	243	903	8.7	8.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOR2013002PSP	11781	2013	N	L	74	14	25.7	19.6	195.4183	19.2364	23.4922	16.8703	214.6547	40.3625	255.0172
SR5024PSP	9161	2000	N	L	49	117	6.1	5.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5407PSP	9184	1995	N	L	43	47	4	7.75	2.3584	0.9814	0.4458	0.4663	3.3398	0.9121	4.2519
SR5002PSP	9145	2012	N	L	17	46	14.9	18.8	81.6903	10.8807	17.8949	3.3217	92.5711	21.2166	113.7877
SR0210PSP	8970	1998	N	L	41	54	5.3	8.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0208PSP	8968	1993	N	L	31	68	11.2	13.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR0406PSP	8983	1993	N	L	45	1	37.1	24.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CE5006PSP	8862	2001	N	L	22	70	50.4	26.3	22824.2258	201.9133	178.5137	19.9622	23026.1391	198.4759	23224.6150
SR0214PSP	8974	1994	N	L	14	50	30.6	20	294.8979	34.5187	70.0085	7.3889	329.4166	77.3974	406.8141
FCTEM2003031PGP	5987	2008	N	L	799	73	24.6	20.05	148.8929	27.9888	25.6418	4.7822	176.8817	30.4239	207.3056
CE2018PSP	6933	1993	N	L	37	74	9.4	13.9	17.6800	3.8162	1.8793	1.0143	21.4961	2.8936	24.3898
CE2007PSP	8751	1993	N	L	17	2	3.3	3.1	0.3955	0.2874	0.1846	0.5209	0.6829	0.7055	1.3883
CE3017PSP	8776	2004	N	L	27	30	42.6	23	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR4219PSP	9117	1994	N	L	63	46	16.8	22.8	126.6919	15.4368	23.5967	4.3832	142.1288	27.9799	170.1086
LD0501PGP	10690	2011	N	L	43	50	23.2	19.3	155.5253	17.4986	38.2015	4.9444	173.0238	43.1458	216.1697
SR5014PSP	9156	1999	N	L	13	33	55.1	23.1	853.7821	89.2640	971.0276	34.5650	943.0461	1005.5926	1948.6386
SR0217PSP	8977	1995	N	L	19	78	12.2	8.34	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SR5417PSP	9194	1995	N	L	26	170	18.5	19.3	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEM_PENT367PGP	12257	1991	N	L	20	19	5	8	3.4027	0.7705	0.5829	1.0569	4.1733	1.6398	5.8130
CE1011PSP	8718	1993	N	L	69	2	14.9	10.36	28.4239	4.9707	7.2056	7.3218	33.3946	14.5273	47.9220
SR0201PSP	8961	1997	N	L	7	39	53.8	30.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CHA1999005PSP	3125	2014	N	L	2	45	20.1	19.6	118.3410	14.7821	15.6586	3.7094	133.1232	19.3681	152.4912
1246381PIP	6667	2012	N	L	19	1005	10.4	9.7	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARGS251PGP	12041	1982	N	L	32	30	11.7	13.41	N/A	N/A	N/A	N/A	N/A	N/A	N/A
